run,iteration,fitness,sure_generated
6,72,1.8789844347111284e-08,0
7,72,1.679617440686343e-07,0
8,72,6.526673956841478e-08,0
9,72,6.01992056203926e-08,0
10,72,1.5758699589696334e-07,0
1,73,4.690847390520503e-07,0
2,73,2.201113375122077e-06,0
3,73,1.980132822154701e-07,0
4,73,9.812062273795163e-08,0
5,73,8.864821410270451e-08,0
6,73,5.1304649417716064e-08,0
7,73,2.0599692618361587e-07,0
8,73,5.8265367641752164e-08,0
9,73,1.0304945874395344e-07,0
10,73,1.2339094723756716e-07,0
1,74,8.692468327353708e-07,0
2,74,6.387859912138083e-07,0
3,74,3.681122677789972e-07,0
4,74,4.1324373256657054e-08,0
5,74,1.1854349679651932e-07,0
6,74,8.28845401201761e-08,0
7,74,2.3723220010651858e-07,0
8,74,9.116666888075997e-08,0
9,74,1.226347308147524e-07,0
10,74,8.643822013709723e-08,0
1,75,2.094240244332468e-06,0
2,75,1.8618295882788516e-07,0
3,75,1.96376532812792e-07,0
4,75,5.197208707841128e-08,0
5,75,9.917628318589777e-08,0
6,75,8.206463775195516e-08,0
7,75,1.746455779993994e-07,0
8,75,8.136793638868767e-08,0
9,75,1.0695922014747339e-07,0
10,75,2.248783630420803e-07,0
1,76,2.153969262508326e-06,0
2,76,8.8353218075099e-08,0
3,76,2.7086221621175355e-07,0
4,76,2.4118631358760467e-07,0
5,76,1.4854148844278825e-07,0
6,76,8.452280297888137e-08,0
7,76,6.550021680595819e-08,0
8,76,1.1291683676972752e-07,0
9,76,2.9656762379204338e-08,0
10,76,4.048069683904032e-07,0
1,77,1.416311647517432e-06,0
2,77,3.8067810237407684e-07,0
3,77,1.5945090581226395e-07,0
4,77,1.167866585660704e-07,0
5,77,1.012695634017291e-07,0
6,77,8.621194069746707e-08,0
7,77,2.513186529995437e-07,0
8,77,5.268570646421722e-08,0
9,77,7.123362877337058e-08,0
10,77,1.950342465306676e-07,0
1,78,1.369425376651634e-06,0
2,78,8.35931814435753e-07,0
3,78,1.627592212116724e-07,0
4,78,7.6081150268692e-08,0
5,78,8.693401554182856e-08,0
6,78,4.891511196092324e-08,0
7,78,2.7154450776833983e-07,0
8,78,6.936248553301994e-08,0
9,78,9.444151771731413e-08,0
10,78,1.9671637119245133e-07,0
1,79,1.602271026968083e-07,0
2,79,8.407660629927705e-07,0
3,79,1.270854994572801e-07,0
4,79,3.464502071892639e-07,0
5,79,1.1184087611582072e-07,0
6,79,7.153280989768973e-08,0
7,79,1.432189691286112e-07,0
8,79,5.845804906812191e-08,0
9,79,8.120701266989272e-08,0
10,79,7.661351446586195e-07,0
1,80,1.578614075015139e-07,0
