run,iteration,fitness,sure_generated
5,7,4.544055798305635e-08,0
6,7,2.2116921627457486e-08,0
7,7,5.073633957408674e-08,0
8,7,9.883721929782041e-08,0
9,7,5.769328126348228e-08,0
10,7,2.1093615742984184e-08,0
1,8,5.6001454140641727e-08,0
2,8,4.4607649130057325e-08,0
3,8,3.366802658888446e-08,0
4,8,5.119801471664687e-08,0
5,8,7.883836872224492e-08,0
6,8,2.2559866863502975e-08,0
7,8,4.435811007397206e-08,0
8,8,5.146936388200629e-08,0
9,8,8.326168199346284e-08,0
10,8,1.5196485847468466e-08,0
1,9,2.972105583864959e-08,0
2,9,3.867087272624303e-08,0
3,9,6.146502329329451e-08,0
4,9,7.637516574732217e-08,0
5,9,9.399850853242242e-08,0
6,9,2.15071622733376e-08,0
7,9,5.298226923855509e-08,0
8,9,6.73237394721582e-08,0
9,9,6.155251242034865e-08,0
10,9,3.024734951395658e-08,0
1,10,5.910213118909269e-08,0
2,10,5.5993908176787954e-08,0
3,10,3.564223760577079e-08,0
4,10,8.229964976180781e-08,0
5,10,1.2136472093970951e-07,0
6,10,2.5040343132332055e-08,0
7,10,4.8170967659189046e-08,0
8,10,1.0546503403929819e-07,0
9,10,1.0506781222829886e-07,0
10,10,2.123680431509456e-08,0
1,11,4.1696136321434096e-08,0
2,11,7.225957432410723e-08,0
3,11,4.624061133995383e-08,0
4,11,6.140423636225023e-08,0
5,11,1.7159713650016784e-07,0
6,11,4.261962516238782e-08,0
7,11,4.143995013805579e-08,0
8,11,7.857475026185057e-08,0
9,11,1.0835743324832947e-07,0
10,11,2.2015520073637163e-08,0
1,12,4.2994251714389975e-08,0
2,12,1.5012710719020106e-07,0
3,12,3.89576833015326e-08,0
4,12,2.8234499183099615e-08,0
5,12,7.337385454775358e-08,0
6,12,2.7343908470811584e-08,0
7,12,5.356632115649518e-08,0
8,12,1.603369526037568e-07,0
9,12,6.204391667097298e-08,0
10,12,3.668745662821493e-08,0
1,13,2.8735817281244636e-08,0
2,13,1.7034990662523342e-07,0
3,13,4.119743834962719e-08,0
4,13,1.2883933209195675e-07,0
5,13,1.0172038855671417e-07,0
6,13,5.891502752319866e-08,0
7,13,4.853863089238075e-08,0
8,13,6.232431815078598e-08,0
9,13,6.433254640114683e-08,0
10,13,2.428103584861674e-08,0
1,14,7.723995310016107e-08,0
2,14,1.3348994798434433e-07,0
3,14,5.610138487099903e-08,0
4,14,4.320111912647917e-08,0
5,14,8.599204193160404e-08,0
6,14,3.1757750207361823e-08,0
7,14,3.358707090228563e-08,0
8,14,7.466270091072147e-08,0
9,14,7.284437231191987e-08,0
10,14,2.810573107581149e-08,0
1,15,8.682087582201348e-08,0
2,15,5.004041270240123e-08,0
3,15,4.547806398136345e-08,0
4,15,9.023457891998987e-08,0
5,15,1.3721822256229643e-07,0
6,15,4.930279473569499e-08,0
7,15,4.275112885920862e-08,0
8,15,1.0017273410767302e-07,0
9,15,7.746400143560095e-08,0
10,15,3.7367364313922735e-08,0
1,16,5.012639192614188e-08,0
2,16,7.344629437966432e-08,0
3,16,4.9961577985868644e-08,0
4,16,3.7707824418475866e-08,0
5,16,8.855015209974226e-08,0
6,16,3.794461989059528e-08,0
7,16,5.695903126934354e-08,0
8,16,7.064341644991146e-08,0
9,16,7.661152778837277e-08,0
10,16,3.5065223613628405e-08,0
1,17,1.2585827846578468e-07,0
2,17,6.719989897874257e-08,0
3,17,5.0275733798343936e-08,0
4,17,6.279235975625852e-08,0
5,17,6.054515466757948e-08,0
6,17,3.856660057977024e-08,0
7,17,3.583224028602672e-08,0
8,17,1.20944505965781e-07,0
9,17,3.890793820460203e-08,0
10,17,3.0028463271492e-08,0
1,18,3.508948509534093e-08,0
2,18,1.0675988448838325e-07,0
3,18,4.6589526903062506e-08,0
4,18,2.7552131243169242e-08,0
5,18,1.4285456018114928e-07,0
6,18,4.426685151770471e-08,0
7,18,7.334440255135632e-08,0
8,18,1.1415575329465355e-07,0
9,18,6.630604332258372e-08,0
10,18,3.716223417882247e-08,0
1,19,1.2254393766397698e-07,0
2,19,9.009299617446231e-08,0
3,19,6.72498501330665e-08,0
4,19,2.832625227711105e-07,0
5,19,2.3488348688260885e-07,0
6,19,4.3249293923963705e-08,0
7,19,6.405076646842645e-08,0
8,19,6.523783468992406e-08,0
9,19,5.592298890633174e-08,0
10,19,3.526507796891565e-08,0
1,20,1.2093646262201219e-07,0
2,20,1.0194321475864854e-07,0
3,20,3.9931986606234204e-08,0
4,20,1.1451549397634153e-07,0
5,20,1.209394611123571e-07,0
6,20,3.4608298449256836e-08,0
7,20,6.968640064997089e-08,0
8,20,2.149599254153145e-07,0
9,20,1.4462656849900668e-07,0
10,20,3.0406916096126224e-08,0
1,21,1.0366638747427714e-07,0
2,21,5.902171906768672e-08,0
3,21,4.956697807756427e-08,0
4,21,8.203463863765137e-08,0
5,21,9.074602047576263e-08,0
6,21,3.076519661249222e-08,0
7,21,4.762543781566819e-08,0
8,21,1.0046716170108994e-07,0
9,21,2.0030651626257168e-07,0
10,21,3.254345415371063e-08,0
1,22,4.672253695048312e-08,0
2,22,1.276466718991287e-07,0
3,22,5.847131845371223e-08,0
4,22,5.489063070740485e-08,0
5,22,5.5008293031733047e-08,0
6,22,5.8282154213884496e-08,0
7,22,4.582769719263524e-08,0
8,22,8.325967115752064e-08,0
9,22,6.313287315151683e-08,0
10,22,3.1551454782174915e-08,0
1,23,7.560480241863843e-08,0
2,23,5.685797077603638e-08,0
3,23,7.55858025058842e-08,0
4,23,1.0204691136550537e-07,0
5,23,1.2211150135499338e-07,0
6,23,6.347757874891613e-08,0
7,23,4.9322828488129744e-08,0
8,23,5.1730850714193366e-08,0
9,23,1.224350540951491e-07,0
10,23,4.6085336435908175e-08,0
1,24,8.570636111926433e-08,0
2,24,5.760397669973827e-08,0
3,24,1.0735013944440652e-07,0
4,24,1.0530435901046076e-07,0
5,24,7.158025994158379e-08,0
6,24,7.470642060525279e-08,0
7,24,2.4381876073675812e-08,0
8,24,1.75516717604296e-07,0
9,24,8.821137953418656e-08,0
10,24,3.9217383118739235e-08,0
1,25,7.807077651023064e-08,0
2,25,1.4684846405543794e-07,0
3,25,4.1165645114915606e-08,0
4,25,1.252391825801169e-07,0
5,25,7.807071966681178e-08,0
6,25,4.730705427391513e-08,0
7,25,4.553667309892262e-08,0
8,25,9.04792472056215e-08,0
9,25,3.735136715476983e-07,0
10,25,3.813792304185881e-08,0
1,26,8.147252827939155e-08,0
2,26,5.966102634147319e-08,0
3,26,1.0244998094322e-07,0
4,26,1.5392848240480816e-07,0
5,26,1.8170982230003574e-07,0
6,26,6.293582544003584e-08,0
7,26,5.6112646973360825e-08,0
8,26,1.665266466943649e-07,0
9,26,2.2923160258869757e-07,0
10,26,4.033575606854356e-08,0
1,27,3.6659542956840596e-08,0
2,27,7.253912315263733e-08,0
3,27,3.5371684248275415e-08,0
4,27,1.365505681860668e-07,0
5,27,1.2474892230329715e-07,0
6,27,3.9000159546276336e-08,0
7,27,5.96859450752163e-08,0
8,27,1.2805571714125108e-07,0
9,27,9.314351245848229e-08,0
10,27,4.550408760906066e-08,0
1,28,1.2002637106434122e-07,0
2,28,4.713301748893173e-08,0
3,28,7.18490653639492e-08,0
4,28,2.3697089091001544e-07,0
5,28,8.134305318208135e-08,0
6,28,6.16512778606193e-08,0
7,28,8.711358390200985e-08,0
8,28,1.7974031152334646e-07,0
9,28,9.716858073716139e-08,0
10,28,4.3206377142723795e-08,0
1,29,1.1281451861577807e-07,0
2,29,1.838643157725528e-07,0
3,29,7.077406394273567e-08,0
4,29,6.460447110612222e-08,0
5,29,2.5194427166752575e-07,0
6,29,7.225208520367232e-08,0
7,29,7.524337064523934e-08,0
8,29,1.0417199547418932e-07,0
9,29,1.1315485437535244e-07,0
10,29,2.220351369430773e-08,0
1,30,1.0544093953512856e-07,0
2,30,8.668256157307042e-08,0
3,30,5.996331964297497e-08,0
4,30,2.405018051376828e-07,0
5,30,5.532327307378182e-08,0
6,30,3.631539868820255e-08,0
7,30,9.491974850561746e-08,0
8,30,1.6500794686180598e-07,0
9,30,1.3995364156471624e-07,0
10,30,3.181632379778421e-08,0
1,31,6.604377489338731e-08,0
2,31,2.678075539108704e-08,0
3,31,6.367319826949824e-08,0
4,31,8.27173067818876e-08,0
5,31,9.530331368523548e-08,0
6,31,4.4399371290637646e-08,0
7,31,6.620004455726303e-08,0
8,31,9.157093217027068e-08,0
9,31,5.684918136239503e-08,0
10,31,3.6029124572678484e-08,0
1,32,6.17976141370491e-08,0
2,32,1.8076680419198965e-07,0
3,32,6.050186129868962e-08,0
4,32,6.83217891150889e-08,0
5,32,1.2974312824098888e-07,0
6,32,4.804202902164434e-08,0
7,32,1.0918989090669129e-07,0
8,32,6.406683183968198e-08,0
9,32,2.160263363748527e-07,0
10,32,5.4238338265122366e-08,0
1,33,1.1400918253912096e-07,0
2,33,1.0120965754367717e-07,0
3,33,5.125200175370992e-08,0
4,33,9.067014161701081e-08,0
5,33,1.9802652673206467e-07,0
6,33,7.94469912079876e-08,0
7,33,1.1660929288836996e-07,0
8,33,4.083723226244729e-08,0
9,33,1.8422014136376674e-07,0
10,33,4.4663810427891804e-08,0
1,34,1.0911769976473806e-07,0
2,34,2.062452466589093e-07,0
3,34,2.8222496339935788e-08,0
4,34,1.0359332236475893e-07,0
5,34,2.030259764751463e-07,0
6,34,2.9493129716229305e-08,0
7,34,3.656344205182904e-08,0
8,34,6.826746812294004e-08,0
9,34,3.14857174998906e-07,0
10,34,5.652136181311107e-08,0
1,35,1.3719271407808264e-07,0
2,35,5.274921122122578e-08,0
3,35,5.1232497355613305e-08,0
4,35,6.592659929083311e-08,0
5,35,3.286527032742015e-07,0
6,35,9.253494681615848e-08,0
7,35,8.96283864904035e-08,0
8,35,1.3448980951125122e-07,0
9,35,1.1182295622802485e-07,0
10,35,2.723916026070583e-08,0
1,36,5.338037922797412e-08,0
2,36,3.486625246296171e-07,0
3,36,3.867760867137804e-08,0
4,36,1.0593622334909014e-07,0
5,36,1.4625129551859573e-07,0
6,36,4.7731226970881835e-08,0
7,36,8.433536180518786e-08,0
8,36,8.745337964910505e-08,0
9,36,1.5862444513459195e-07,0
10,36,4.2911167952297546e-08,0
1,37,7.759541631457978e-08,0
2,37,4.9830216397594995e-08,0
3,37,3.382491442494029e-08,0
4,37,9.687970248251077e-08,0
5,37,7.814421820739881e-08,0
6,37,3.565898865076633e-08,0
7,37,4.789219332224093e-08,0
8,37,1.4382598578777106e-07,0
9,37,2.2335757421387825e-07,0
10,37,4.8262041474345097e-08,0
1,38,3.313344265620799e-08,0
2,38,2.460497512402071e-07,0
3,38,7.007155033988965e-08,0
4,38,4.0578848370387277e-07,0
5,38,2.3738334675726946e-07,0
6,38,4.6744286663624735e-08,0
7,38,9.65212834103113e-08,0
8,38,9.007111856362826e-08,0
9,38,8.190632172500045e-08,0
10,38,7.043803407214e-08,0
1,39,5.027195726370337e-08,0
2,39,1.1876412031597283e-07,0
3,39,4.946686615880935e-08,0
4,39,5.3554153112145286e-08,0
5,39,7.644718635901881e-08,0
6,39,7.27250792920131e-08,0
7,39,6.196074764375226e-08,0
8,39,1.8116286071290233e-07,0
9,39,4.756261517968596e-08,0
10,39,5.75352778753313e-08,0
1,40,1.204959119149862e-07,0
2,40,3.3126096354862966e-07,0
3,40,3.916346358323608e-08,0
4,40,6.737111846177868e-08,0
5,40,1.278571915008797e-07,0
6,40,6.364747662246373e-08,0
7,40,7.595557605100112e-08,0
8,40,4.603589331964031e-08,0
9,40,6.441296562798016e-08,0
10,40,5.965228524473787e-07,0
1,41,6.983511013913812e-08,0
2,41,4.806729947404165e-08,0
3,41,1.2563931761633285e-07,0
4,41,4.553601797852025e-07,0
5,41,2.5939453962564585e-07,0
6,41,6.768780735910696e-08,0
7,41,9.166674885818793e-08,0
8,41,3.030203856724256e-07,0
9,41,3.3325537174277997e-07,0
10,41,1.48643891861866e-07,0
1,42,1.2353285683275317e-07,0
2,42,1.603546309070225e-07,0
3,42,6.80335432434731e-08,0
4,42,3.6737728237312695e-07,0
5,42,9.821450674962762e-08,0
6,42,4.131494080183984e-08,0
7,42,8.242508187095154e-08,0
8,42,2.9418831104521814e-07,0
9,42,9.823347113524505e-08,0
10,42,8.918093641341329e-08,0
1,43,3.972259321471938e-08,0
2,43,7.658346135031024e-08,0
3,43,7.354829278938269e-08,0
4,43,4.67569748252572e-07,0
5,43,6.259551099674354e-08,0
6,43,4.4897877415905896e-08,0
7,43,8.735699452699919e-08,0
8,43,1.1485501971719714e-07,0
9,43,1.322347742416241e-07,0
10,43,1.9511700699581525e-08,0
1,44,5.499981270418175e-08,0
2,44,4.1214849488824257e-07,0
3,44,7.036457105868976e-08,0
4,44,1.235282951483896e-07,0
5,44,1.1971287960932386e-07,0
6,44,5.259155599901533e-08,0
7,44,4.952571686089868e-08,0
8,44,1.5393837315968995e-07,0
9,44,7.613473229639567e-08,0
10,44,3.9897767578622734e-07,0
1,45,7.694825399084948e-08,0
2,45,2.5838016881607473e-07,0
3,45,8.912381588288554e-08,0
4,45,1.0788617288426394e-07,0
5,45,6.732571478096361e-08,0
6,45,4.563040789662409e-08,0
7,45,9.032521575136343e-08,0
8,45,1.37410850697961e-07,0
9,45,2.654643651567312e-07,0
10,45,1.8758775865990174e-08,0
1,46,1.0687647744589412e-07,0
2,46,1.0013007312181799e-07,0
3,46,6.403897856444019e-08,0
4,46,7.409326485685597e-08,0
5,46,1.7988220690767776e-07,0
6,46,5.34226138881877e-08,0
7,46,8.96052938514913e-08,0
8,46,1.0147366538149072e-06,0
9,46,2.1948974904262286e-07,0
10,46,4.419090515739299e-08,0
1,47,4.760606486797769e-08,0
2,47,6.002260022341943e-08,0
3,47,1.7784439876322722e-07,0
4,47,9.652737986698412e-08,0
5,47,9.175461457289202e-08,0
6,47,6.999258062023728e-08,0
7,47,4.381779561413168e-08,0
8,47,9.979768265111488e-07,0
9,47,3.578112455215887e-07,0
10,47,1.6368606026162524e-08,0
1,48,7.150162417701722e-08,0
2,48,1.8054301165193465e-07,0
3,48,3.048877204037126e-07,0
4,48,1.5593764146615285e-07,0
5,48,1.1300287638960071e-07,0
6,48,4.673520237474804e-08,0
7,48,5.968701088931994e-08,0
8,48,1.5710699585724797e-07,0
9,48,4.0176041693484876e-07,0
10,48,2.9078471186494426e-08,0
1,49,4.45101697721384e-08,0
2,49,1.0574432707244341e-07,0
3,49,1.873378465688802e-07,0
4,49,1.146367125670622e-07,0
5,49,2.8361438353385893e-07,0
6,49,4.6313637369621574e-08,0
7,49,4.276972731531714e-08,0
8,49,5.0044686616956824e-08,0
9,49,2.3237600998982089e-07,0
10,49,1.2811062788387062e-06,0
1,50,4.428849464943596e-08,0
2,50,9.181125903978682e-08,0
3,50,1.7514994965495134e-07,0
4,50,1.6276199232834188e-07,0
5,50,9.295779790363667e-08,0
6,50,1.1125842291903609e-07,0
7,50,6.616774328449537e-08,0
8,50,4.8549733122627003e-08,0
9,50,8.806054552223941e-08,0
10,50,3.0893009039800745e-08,0
1,51,7.459037476564845e-08,0
2,51,1.740775132930139e-07,0
3,51,1.0424454188751042e-07,0
4,51,3.849077643280907e-07,0
5,51,1.3589594516361103e-07,0
6,51,3.998044562081304e-08,0
7,51,4.962723565427041e-08,0
8,51,5.204316977369672e-08,0
9,51,3.3101611052188673e-07,0
10,51,6.646503152296646e-07,0
1,52,4.4857277003984564e-08,0
2,52,3.50837758844591e-08,0
3,52,7.577116178936194e-08,0
4,52,8.770332016183602e-08,0
5,52,1.5335064063037862e-07,0
6,52,3.6490220622908964e-08,0
7,52,7.477750330053823e-08,0
8,52,1.0888826409427566e-06,0
9,52,2.3484963662667724e-07,0
10,52,3.9228428505566626e-08,0
1,53,1.268702192191995e-07,0
2,53,2.696688028436256e-08,0
3,53,2.1887352374960756e-07,0
4,53,2.3049517494655447e-07,0
5,53,7.910121979648466e-08,0
6,53,1.3513029273326538e-07,0
7,53,7.439717819579528e-08,0
8,53,2.9977573490214127e-07,0
9,53,9.808601930672012e-08,0
10,53,2.4619463800945596e-08,0
1,54,5.208735842643364e-08,0
2,54,1.3198894066590583e-07,0
3,54,1.8661297929156717e-07,0
4,54,2.568183674611646e-07,0
5,54,1.1549917644515517e-07,0
6,54,5.926067458972284e-08,0
7,54,9.685410873316869e-08,0
8,54,2.1424708052109054e-07,0
9,54,3.158578181228222e-07,0
10,54,5.480897158349762e-08,0
1,55,9.08886903516759e-08,0
2,55,3.0127765171528154e-07,0
3,55,1.0953674944857994e-07,0
4,55,6.773697123207967e-07,0
5,55,1.1330459415148653e-07,0
6,55,7.076800301319963e-08,0
7,55,7.624051789889563e-08,0
8,55,5.998133900675384e-08,0
9,55,2.5898586386574607e-07,0
10,55,3.932440506559942e-07,0
1,56,1.3730323189520277e-07,0
2,56,3.415986071786392e-08,0
3,56,1.510695284423491e-07,0
4,56,2.4706525891815545e-07,0
5,56,9.802501210742776e-08,0
6,56,7.764940335164283e-08,0
7,56,1.2138158922425646e-07,0
8,56,1.092963728410723e-07,0
9,56,3.2346912348657497e-07,0
10,56,2.781526475814644e-08,0
1,57,4.8621075166010996e-08,0
2,57,2.1526103921587492e-07,0
3,57,1.676374807857428e-07,0
4,57,2.6056426349896356e-07,0
5,57,1.6884509079773125e-07,0
6,57,4.8872216495965404e-08,0
7,57,8.493298508938096e-08,0
8,57,1.7585104217232583e-07,0
9,57,5.142410941516573e-08,0
10,57,3.9368678983464633e-08,0
1,58,4.396618535906782e-08,0
2,58,1.3440853763313498e-07,0
3,58,2.9816655455761065e-07,0
4,58,1.4696020400606358e-07,0
5,58,8.41684411057031e-08,0
6,58,7.164151583083367e-08,0
7,58,1.632571695608931e-07,0
8,58,2.6389710683361045e-07,0
9,58,1.2547599226309103e-07,0
10,58,8.540972658011015e-07,0
1,59,1.0100971792326163e-07,0
2,59,5.4936325710741585e-08,0
3,59,1.682299455296743e-07,0
4,59,2.7270573355053784e-07,0
5,59,1.3314341629211413e-07,0
6,59,1.197335848246439e-07,0
7,59,6.578229516662759e-08,0
8,59,1.3066880910628242e-07,0
9,59,3.3548857913956454e-08,0
10,59,1.0492879027879098e-06,0
1,60,1.0508013303933694e-07,0
2,60,4.969580302827126e-08,0
3,60,1.5977244061105011e-07,0
4,60,1.0110488091186198e-07,0
5,60,2.789507220768428e-07,0
6,60,4.942143760899853e-08,0
7,60,4.243016249461107e-08,0
8,60,2.1882016199015197e-07,0
9,60,3.19295651252105e-07,0
10,60,1.7432381582693779e-06,0
1,61,1.2382432146296196e-07,0
2,61,2.6352140025664994e-07,0
3,61,4.176493746399501e-07,0
4,61,1.1650872977497784e-07,0
5,61,1.260793709434438e-07,0
6,61,6.442226663239126e-08,0
7,61,1.505163993442693e-07,0
8,61,2.2305027869151672e-07,0
9,61,1.33699884941052e-07,0
10,61,2.0816424139979972e-08,0
1,62,1.0197032196401778e-07,0
2,62,2.766237727769294e-08,0
3,62,1.228618913273749e-07,0
4,62,1.2745280173476203e-06,0
5,62,9.899075337216345e-08,0
6,62,5.722776919014905e-08,0
7,62,1.142216561333953e-07,0
8,62,1.047421164912521e-06,0
9,62,3.005994244631438e-07,0
10,62,3.0454066290985793e-05,0
1,63,5.658003132680278e-08,0
2,63,4.0252078292724036e-07,0
3,63,1.2646204083921475e-07,0
4,63,5.293834703934408e-08,0
5,63,2.0193358807318873e-07,0
6,63,4.5700623729771905e-08,0
7,63,8.055116751393143e-08,0
8,63,1.8112613986431825e-07,0
9,63,3.7481018466678506e-07,0
10,63,3.581964733712084e-07,0
1,64,5.6148103055875254e-08,0
2,64,5.7052567115079e-08,0
3,64,1.4956997063109156e-07,0
4,64,1.8825804204425367e-07,0
5,64,1.1857809312232348e-07,0
6,64,5.648295342552956e-08,0
7,64,1.4565911499175854e-07,0
8,64,1.29529908576842e-07,0
9,64,2.3374586533009278e-07,0
10,64,9.096036592382006e-06,0
1,65,7.605947871525132e-08,0
2,65,5.680801251628509e-08,0
3,65,1.0081195256361752e-07,0
4,65,7.69942687384173e-07,0
5,65,1.839114389667884e-07,0
6,65,5.80075827372184e-08,0
7,65,1.458307110624446e-07,0
8,65,8.176844801255356e-08,0
9,65,3.0974013043305604e-07,0
10,65,8.438873919658363e-07,0
1,66,1.3426429745777568e-07,0
2,66,2.7041442862696385e-08,0
3,66,1.068106385559986e-07,0
4,66,2.875443385619292e-07,0
5,66,1.8147913749544387e-07,0
6,66,3.6427067584554607e-08,0
7,66,1.0256943738795599e-07,0
8,66,1.013173260844269e-07,0
9,66,2.3720198782939406e-07,0
10,66,2.9368257514761353e-07,0
1,67,5.628683652503241e-08,0
2,67,1.2399078741509584e-07,0
3,67,3.643894501692557e-07,0
4,67,9.136976331092228e-08,0
5,67,7.263971468773889e-08,0
6,67,1.2528400361588865e-07,0
7,67,4.346502180396783e-08,0
8,67,2.892647898988798e-07,0
9,67,1.1123448473426834e-07,0
10,67,1.3350944527701358e-06,0
1,68,6.677364439156008e-08,0
2,68,3.0993160748948867e-07,0
3,68,3.708933888901811e-07,0
4,68,6.464152590979211e-08,0
5,68,8.534651385616598e-08,0
6,68,4.6127720310096265e-08,0
7,68,7.937019574910664e-08,0
8,68,3.191662472090684e-06,0
9,68,1.7782041084046796e-07,0
10,68,6.12538499922266e-08,0
1,69,2.5914215484590386e-07,0
2,69,4.503118873344647e-07,0
3,69,8.799737827303034e-08,0
4,69,1.4500398037853302e-06,0
5,69,1.300964953543371e-07,0
6,69,7.257889222955782e-08,0
7,69,1.1510643105339113e-07,0
8,69,1.7806078176363371e-06,0
9,69,5.8250915202506803e-08,0
10,69,2.1067145894448913e-07,0
1,70,1.574649672875239e-07,0
2,70,1.3143393573500362e-07,0
3,70,2.632390305734589e-07,0
4,70,5.899076995774521e-07,0
5,70,1.9306774845517793e-07,0
6,70,1.1125220567009819e-07,0
7,70,1.3858884528872295e-07,0
8,70,7.655857814370393e-08,0
9,70,3.858394492795014e-08,0
10,70,2.1122494331393682e-07,0
1,71,1.1402732269516491e-07,0
2,71,5.563562766042196e-08,0
3,71,1.6202449160118704e-07,0
4,71,1.235843001268222e-06,0
5,71,7.468725726766934e-08,0
6,71,8.052995070784164e-08,0
7,71,7.458199036136648e-08,0
8,71,4.36340229725829e-07,0
9,71,5.68823850244371e-08,0
10,71,4.0976228774525225e-06,0
1,72,1.6615972242561838e-07,0
2,72,2.8572651444846997e-07,0
3,72,3.361045628480497e-07,0
4,72,3.06721602783e-07,0
5,72,1.0942900985355664e-07,0
6,72,4.7113566381540295e-08,0
7,72,8.260518313818466e-08,0
8,72,6.028620646247873e-06,0
9,72,1.8895576658906066e-08,0
10,72,5.561616944760317e-07,0
1,73,1.223852308385176e-07,0
2,73,3.263508219220057e-08,0
3,73,2.195463508769535e-07,0
4,73,7.222652698146703e-08,0
5,73,1.5924274521239568e-07,0
6,73,4.619132454308783e-08,0
7,73,8.779219484722489e-08,0
8,73,3.469355647212069e-08,0
9,73,1.5904754491202766e-07,0
10,73,1.4979821571614593e-05,0
1,74,5.590207408090464e-08,0
2,74,7.801703816312511e-08,0
3,74,1.9546430962691375e-07,0
4,74,7.447700340890151e-07,0
5,74,2.5594550834284746e-07,0
6,74,1.0874701672491938e-07,0
7,74,1.6104827693652624e-07,0
8,74,7.163763626749642e-08,0
9,74,3.811669557762798e-07,0
10,74,8.298910870507825e-06,0
1,75,6.230440163790263e-08,0
2,75,5.707965442525165e-07,0
3,75,1.3109753638218535e-07,0
4,75,9.404736260876234e-07,0
5,75,1.2822995643091417e-07,0
6,75,6.501405636072377e-08,0
7,75,4.925054497562087e-08,0
8,75,4.4065426862971435e-08,0
9,75,2.595975274743978e-07,0
10,75,1.0480856360572943e-07,0
1,76,1.8689846115194086e-07,0
2,76,2.4822102773214283e-07,0
3,76,1.482558644738674e-07,0
4,76,1.2903958577226149e-06,0
5,76,7.086001829748056e-08,0
6,76,1.1503326646788992e-07,0
7,76,1.139796310667407e-07,0
8,76,1.364250806545897e-06,0
9,76,8.874740160536021e-07,0
10,76,4.492254674914875e-07,0
1,77,1.491089562932757e-07,0
2,77,3.9301778542721877e-07,0
3,77,2.891534336413315e-07,0
4,77,4.872460408478219e-07,0
5,77,1.561274558525838e-07,0
6,77,7.385849443153347e-08,0
7,77,6.479577763229827e-08,0
8,77,3.1520340826318716e-07,0
9,77,1.1115038489606377e-07,0
10,77,3.997857220383594e-06,0
1,78,1.864587630961978e-07,0
2,78,3.599315618885157e-07,0
3,78,2.459644008467876e-07,0
4,78,8.512433424812116e-08,0
5,78,1.7637432847550372e-07,0
6,78,6.815259467884971e-08,0
7,78,1.317386733035164e-07,0
8,78,1.801947604462839e-07,0
9,78,1.4074998944124673e-07,0
10,78,1.0781650416902266e-06,0
1,79,1.4820862759279407e-07,0
2,79,6.401689489621276e-08,0
3,79,1.121474753063012e-07,0
4,79,2.051868506214305e-07,0
5,79,6.606374824968952e-08,0
6,79,6.19743474317147e-08,0
7,79,1.8994171568920137e-07,0
8,79,1.8513272692644023e-08,0
9,79,7.52831510908436e-07,0
10,79,3.147278675896814e-06,0
1,80,7.548219826958302e-08,0
2,80,1.1838160673960374e-07,0
