run,suffix
1,[95177| 36743| 29286| 7214| 127149| 33643| 95238| 48218| 67727| 92378| 38084| 112054| 50808| 21952| 109886| 31710| 9526| 82987| 42974| 13123| 88108| 37813| 89347| 52519| 125019]
