run,iteration,fitness_max,fitness_min,fitness_median,fitness_mean,fitness_std,sure_count
1,231,0.005936393979936838,3.3122062177426415e-06,0.0008220539893954992,0.001629405771382153,0.0018534307600930333,0
1,232,0.005936393979936838,2.456984702803311e-06,0.0004136036732234061,0.0014846738195046782,0.002118328819051385,0
1,233,0.005936393979936838,9.92773948382819e-07,0.0001920830545714125,0.0020110339391976595,0.002388186054304242,0
1,234,0.005936393979936838,6.009773642290384e-06,0.00023170359781943262,0.0018042025621980429,0.0022274137008935213,0
1,235,0.0059363460168242455,1.873058067758393e-06,0.0003090984537266195,0.001578646362759173,0.0021903705783188343,0
1,236,0.005936782341450453,6.135017429187428e-06,0.0004018874024040997,0.0019646945875138044,0.002263517351821065,0
1,237,0.005936782341450453,3.3945843824767508e-06,0.0006324165151454508,0.0016791534144431353,0.0020443727262318134,0
1,238,0.0059363460168242455,1.9438598428678233e-06,0.0004262113361619413,0.0013477925676852465,0.002007519593462348,0
1,239,0.005936393979936838,1.5035436717880657e-06,0.00018794335483107716,0.0012859044363722205,0.0020358196925371885,0
1,240,0.0059363460168242455,3.5070033845840953e-06,0.00038200090057216585,0.0011927441228181124,0.001666108495555818,0
1,241,0.0059363460168242455,1.5261742873917683e-06,0.0005576428957283497,0.0012002565199509263,0.0016591157764196396,0
1,242,0.00593640236184001,3.1364997994387522e-06,0.0006656490731984377,0.001687756273895502,0.0021014169324189425,0
1,243,0.005936782341450453,6.255133939703228e-06,0.0013808447401970625,0.0020780565682798624,0.002156691625714302,0
1,244,0.0059363460168242455,5.748219791712472e-06,0.0006212368025444448,0.001622444367967546,0.002034489531069994,0
1,245,0.005936393979936838,1.1499345418997109e-05,0.0004997409996576607,0.0015282898675650358,0.001962394453585148,0
1,246,0.005936799570918083,4.351443294581259e-06,0.0005422348040156066,0.0010854308493435383,0.0016009897226467729,0
1,247,0.005936393979936838,1.8212633676739642e-06,8.892388723324984e-05,0.0008953092037700117,0.0016259339172393084,0
1,248,0.005936393979936838,1.2027619504806353e-06,0.0007925661047920585,0.0012957022991031408,0.0017895426135510206,0
1,249,0.005936393979936838,2.259222355860402e-07,0.0006778878159821033,0.0012499676086008549,0.0017909271409735084,0
1,250,0.0059363460168242455,4.324517703935271e-06,0.0003139502077829093,0.00104541948530823,0.0017720598261803389,0
1,251,0.005936648230999708,7.939134434309381e-07,0.0001750611700117588,0.0014357889303937554,0.0020644317846745253,0
1,252,0.00593640236184001,3.2008570087782573e-06,0.0005451667821034789,0.0021277773194015026,0.0023994401562958956,0
1,253,0.0059363460168242455,1.7510874386061914e-06,0.0004979358636774123,0.0016238575335592031,0.002044985769316554,0
1,254,0.0059363460168242455,1.1888000699400436e-06,0.0007182472618296742,0.0014989810297265649,0.0019246871815994382,0
1,255,0.005936799570918083,1.4608115179726155e-06,0.0002526697935536504,0.0013171236496418715,0.00201382115483284,0
1,256,0.005936393979936838,3.0095775400695857e-06,0.0005738566978834569,0.0015774259809404612,0.001977386884391308,0
1,257,0.0059363460168242455,5.2940235946152825e-06,0.0005594904650934041,0.0014982682187110186,0.001925218035466969,0
1,258,0.005936393979936838,1.5566222373308847e-06,0.000348572910297662,0.0013850482646375895,0.0018403957365080714,0
1,259,0.005936393979936838,2.9186464871600037e-06,0.0013361135497689247,0.0020716767758131027,0.0018772839102894068,0
1,260,0.005936782341450453,3.644486696430249e-06,0.0004050015995744616,0.0013840525643900037,0.0019406065111979842,0
1,261,0.0059363460168242455,1.343544226983795e-06,0.0002606922935228795,0.0015871856594458222,0.0021698041819036007,0
1,262,0.0059363460168242455,1.26438726510969e-06,0.00019153786706738174,0.0013580817030742764,0.0021961191669106483,0
1,263,0.005936782341450453,4.3115669541293755e-06,0.0001273906382266432,0.0011488612508401275,0.0020186840556561947,0
1,264,0.005936393979936838,1.6229892935371026e-05,0.00034943700302392244,0.0016461913473904133,0.0021977275609970093,0
1,265,0.0059363460168242455,2.058186282738461e-06,0.0010259582195430994,0.001749430550262332,0.0021284990943968296,0
1,266,0.005936782341450453,5.947962563368492e-06,0.0004154955386184156,0.001574198016896844,0.002088830340653658,0
1,267,0.0059363460168242455,1.2182914588265703e-06,0.00022457756858784705,0.0012952648103237152,0.0019115381874144077,0
1,268,0.005936648230999708,1.156364191956527e-06,0.0006663313251920044,0.0016082882648333907,0.002102791564539075,0
1,269,0.0059363460168242455,4.9467466851638164e-06,0.0005483287968672812,0.0016693254001438618,0.0022596169728785753,0
1,270,0.00593640236184001,3.211488547094632e-06,0.00012599445472005755,0.0010010822443291545,0.0017751350533217192,0
1,271,0.0059363460168242455,2.3640218387299683e-06,0.0002272638666909188,0.0009914592374116182,0.0016327311750501394,0
1,272,0.00593640236184001,1.8143257420888403e-06,0.00036823333357460797,0.0009272394236177206,0.0015547767980024219,0
1,273,0.0059363460168242455,1.1418472922741785e-06,0.00042326009133830667,0.0013395793503150344,0.0019424451747909188,0
1,274,0.0059363460168242455,7.879275472078007e-06,0.00037967186653986573,0.0012769494205713272,0.0018744352273643017,0
1,275,0.005936648230999708,8.780593248047808e-07,0.0006125450599938631,0.0013730418868362904,0.001768225571140647,0
1,276,0.005936393979936838,1.410173240401491e-06,0.00021663098596036434,0.000788944074884057,0.001539256889373064,0
1,277,0.00593640236184001,1.6911191096369294e-06,0.0002396926429355517,0.0012906616320833564,0.0018730080919340253,0
1,278,0.00593640236184001,2.0810939531656913e-06,0.0007096062181517482,0.0018949061632156372,0.0022189051378518343,0
