type,run,fitness,suffix
rs,25,0.4911246299743652,[26694| 57136| 75302| 10246| 53042| 53884| 12708| 35674| 83949| 26481| 107319| 61189| 50120| 28288| 54851| 271| 73715| 29620| 61625| 93760| 43372| 77080| 88542| 51638| 43252]
rs,26,0.1871645152568817,[6576| 88881| 78701| 60378| 92044| 62485| 89246| 110188| 55558| 15439| 55886| 18218| 88836| 11198| 117662| 49905| 81819| 95907| 114456| 389| 69454| 58500| 52307| 43539| 79276]
rs,27,0.3340666890144348,[94017| 88711| 25360| 102535| 126234| 79478| 8851| 108448| 43807| 114923| 1432| 21101| 25604| 21155| 48685| 72803| 109743| 44662| 18019| 49280| 22173| 75747| 53226| 5543| 56470]
rs,28,0.2415021657943725,[5430| 72831| 39792| 2221| 74016| 95317| 69664| 126157| 94996| 37585| 92462| 74589| 14211| 90418| 67821| 36896| 28594| 26362| 120409| 16| 31147| 49280| 56473| 66383| 80668]
rs,29,0.312087744474411,[41902| 112632| 82422| 47734| 92715| 19703| 91978| 73601| 33559| 63637| 55303| 22124| 48284| 9763| 81787| 61677| 9133| 126778| 45242| 12399| 26123| 8620| 71949| 79994| 81140]
rs,30,0.3839848935604095,[63519| 34647| 104147| 54605| 12758| 59852| 4568| 86099| 2256| 89981| 90835| 48719| 81091| 49768| 68948| 69478| 74638| 4017| 78566| 61223| 112054| 15220| 103060| 103019| 104892]
ga,1,0.4034066200256347,[88533| 56078| 124165| 66455| 126266| 60856| 100171| 12953| 106359| 12370| 62926| 88190| 89697| 34742| 13272| 12064| 25450| 76137| 46805| 33736| 20814| 76878| 99788| 108953| 92199]
ga,2,0.4377497136592865,[88667| 21687| 50761| 126997| 107056| 52661| 63716| 94688| 79618| 96784| 25073| 16466| 36366| 68910| 62032| 39813| 11367| 72373| 110445| 125837| 14053| 93479| 100367| 17855| 43194]
ga,3,0.5964322090148926,[1397| 83151| 98758| 89083| 59711| 94722| 125681| 30284| 59613| 91699| 58368| 100627| 13642| 45273| 80746| 99037| 882| 71734| 100089| 36657| 19820| 24593| 19909| 40849| 79556]
ga,4,0.6910392045974731,[46534| 442| 45088| 9696| 101384| 88941| 93202| 87296| 8299| 5996| 48017| 70572| 34598| 72653| 59545| 6094| 9409| 45037| 90835| 66054| 987| 89936| 108855| 82266| 29260]
ga,5,0.5092733502388,[29216| 75700| 70302| 80522| 42418| 72347| 81650| 112384| 111962| 46420| 104974| 112990| 119542| 52272| 79883| 35599| 4194| 53208| 5516| 116083| 79812| 9733| 53956| 82686| 62517]
ga,6,0.7652599811553955,[36796| 14672| 6041| 86961| 49342| 39300| 91272| 79917| 64486| 11172| 66313| 120051| 4077| 74300| 68369| 1038| 73104| 1287| 58063| 21691| 81587| 52470| 23632| 89410| 98704]
ga,7,0.182673767209053,[79857| 46151| 47675| 125837| 24514| 121108| 125791| 106148| 82341| 813| 59668| 59060| 61658| 22444| 89777| 47897| 115235| 25249| 108673| 51333| 87126| 20543| 7917| 1835| 111601]
ga,8,0.1532327085733413,[81975| 48535| 70594| 116731| 56848| 94472| 1728| 38547| 114920| 124630| 49501| 45198| 44838| 41790| 79392| 66311| 119927| 115451| 43679| 37137| 127710| 17679| 57576| 85731| 24007]
ga,10,0.4515331983566284,[119947| 83054| 125501| 72095| 89126| 32209| 119265| 99999| 13966| 51529| 74403| 94249| 16640| 65367| 87297| 19516| 94677| 63130| 99467| 2750| 61412| 50877| 117361| 79556| 5446]
ga,11,0.667747974395752,[56366| 16488| 75702| 70456| 125318| 30657| 71806| 57614| 21976| 6395| 105043| 46865| 54404| 13529| 16987| 24688| 80118| 100089| 45464| 65853| 7624| 97322| 28042| 105183| 27627]
ga,12,0.358130544424057,[5563| 46865| 69927| 2907| 12049| 115204| 45242| 86040| 19652| 62121| 113263| 5322| 93270| 29380| 91777| 55917| 15494| 73981| 6694| 78315| 121506| 79597| 89100| 59355| 39321]
